Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Local epochs,Config rounds,Seed,Round,Accuracy,Run dir,Run key,Score path,Observed rounds,Complete run,Result source,Run status
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,50,0,50,28.992167682149738,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,1,16.958419063507304,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,2,19.266260976257733,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,3,22.410375958894253,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,4,25.695358348602554,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,5,29.329751664339103,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,6,27.295056299792048,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,7,28.777672597143688,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,8,28.33423881307321,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,9,27.580465930617375,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,10,28.164522961169318,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,11,28.31797231847688,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,12,27.946928861291116,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,13,27.483390468023916,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,14,28.676131362842828,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,15,29.00730852729529,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,16,28.54959185003193,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,17,28.058887252706672,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,18,30.01736489937827,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,19,28.986045902743474,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,20,29.569304980898387,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,21,28.609960691855076,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,22,29.307692225843656,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,23,29.04245463365826,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,24,28.29010595384184,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,25,28.32213133461509,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,26,28.9013410360918,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,27,30.269678772785326,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,28,30.17499919430806,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,29,30.085032377085398,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,30,29.971358578528566,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,31,28.735214071843494,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,32,28.665020714144333,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,33,29.315342068671363,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,34,29.74200837121581,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,35,29.19098901941882,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,36,28.61154430085442,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,37,27.388640103692286,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,38,30.28745206445645,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,39,28.994400034477902,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,40,29.303533339724908,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,41,29.45291226814668,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,42,28.321810191016862,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,43,28.445423973051437,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,44,29.36843591833981,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,45,28.06485865024733,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,46,29.404533475237876,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,47,27.926212727416466,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,48,28.973625813178312,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,49,28.57435861591594,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,50,28.73503550635497,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,100,0,51,28.082117813634515,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
