Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Local epochs,Config rounds,Seed,Round,Accuracy,Run dir,Run key,Score path,Observed rounds,Complete run,Result source,Run status
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,22,28.499321299024704,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,23,29.880986920789894,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,24,30.333222906194486,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,25,29.715941683844903,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,26,28.40404656764014,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,27,30.32913071935092,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,28,30.154698999090137,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,29,31.012838367503058,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,30,29.565201386191927,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,31,30.83383377005269,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,32,31.83049554796305,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,33,29.73758706654131,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,34,31.372870784342204,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,35,29.518836252610566,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,36,31.115134500230873,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,37,29.66096261873494,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,38,29.08591667821233,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,39,33.09087009506497,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,40,28.76743521729759,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,41,30.54918337831312,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,42,29.743967481814437,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,43,30.053712620584356,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,44,29.991866164717813,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,45,28.69859150859595,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,46,28.892982145769412,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,47,29.158003094383027,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,48,30.325952203271928,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,49,29.544614480288484,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,50,0,50,29.4796880122512,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r50/seed0/10/log.txt,50,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,1,16.68036304735876,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,2,18.736486142393865,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,3,23.207446033723656,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,4,24.855707223516184,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,5,28.498653348767384,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,6,28.09594804985235,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,7,29.32654185513039,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,8,28.76841368235265,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,9,27.41975975870859,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,10,28.905842440049405,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,11,27.61282216818485,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,12,28.40151157514592,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,13,30.033319228897536,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,14,27.298355257926566,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,15,30.74888736618822,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,16,27.87690956764078,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,17,30.831149623897186,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,18,29.139588070078776,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,19,30.128078810343816,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,20,29.557150885704637,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,21,28.989548428265486,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,22,30.106810482314756,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,23,29.34153374701661,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,24,31.332687863487223,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,25,29.663273079423842,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,26,31.034327277366526,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
ffa,Nonlinear FFA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,100,0,27,30.04924324603821,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,/homes/neumann/trieu.vy.tran/FederatedLLM/epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100,epoch_round_tuning_ffa_high_rounds/tuning-ffa-dolly-tinyllama-homo-e1-r100/seed0/10/log.txt,100,True,score log,Complete
