Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Local epochs,Config rounds,Client count,Client count label,Round,Round id,Segment,Accuracy source,Result source,Run status,Mean accuracy,Std accuracy,Seed count,Manifest rows,Communication round
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,4,3,1,round_config,round config,Committed partial,26.802993556583065,0.0,1,8,4
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,5,4,1,round_config,round config,Committed partial,30.006748203033577,0.0,1,8,5
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,6,5,1,round_config,round config,Committed partial,29.982273440789896,0.0,1,8,6
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,7,6,1,round_config,round config,Committed partial,28.14226032480515,0.0,1,8,7
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,8,7,1,round_config,round config,Committed partial,28.867470271838307,0.0,1,8,8
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,9,8,1,round_config,round config,Committed partial,28.643810208189276,0.0,1,8,9
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,10,9,1,round_config,round config,Committed partial,29.215520778799885,0.0,1,8,10
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,1,0,1,round_config,round config,Committed partial,27.57670124979833,0.0,1,3,1
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,2,1,1,round_config,round config,Committed partial,28.391462862910632,0.0,1,3,2
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,3,2,1,round_config,round config,Committed partial,26.540341283268624,0.0,1,3,3
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,4,3,1,round_config,round config,Committed partial,29.22998061991257,0.0,1,3,4
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,5,4,1,round_config,round config,Committed partial,28.33574320532936,0.0,1,3,5
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,6,5,1,round_config,round config,Committed partial,29.58581730095568,0.0,1,3,6
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,7,6,1,round_config,round config,Committed partial,27.236125293185736,0.0,1,3,7
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,8,7,1,round_config,round config,Committed partial,28.231782361401596,0.0,1,3,8
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,9,8,1,round_config,round config,Committed partial,26.978541349887397,0.0,1,3,9
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,10,9,1,round_config,round config,Committed partial,27.24099199445757,0.0,1,3,10
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,11,10,2,round_config,round config,Committed partial,27.77062393512855,0.0,1,3,11
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,12,11,2,round_config,round config,Committed partial,28.368919562231092,0.0,1,3,12
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,13,12,2,round_config,round config,Committed partial,27.484269647848826,0.0,1,3,13
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,14,13,2,round_config,round config,Committed partial,27.82467309167257,0.0,1,3,14
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,15,14,2,round_config,round config,Committed partial,28.288079569087433,0.0,1,3,15
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,16,15,2,round_config,round config,Committed partial,28.199616134853382,0.0,1,3,16
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,17,16,2,round_config,round config,Committed partial,28.37568504585719,0.0,1,3,17
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,18,17,2,round_config,round config,Committed partial,28.187498100193096,0.0,1,3,18
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,19,18,2,round_config,round config,Committed partial,28.194473595593415,0.0,1,3,19
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,20,19,2,round_config,round config,Committed partial,28.568704062127352,0.0,1,3,20
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,1,0,1,round_config,round config,Committed partial,17.822973169184273,0.0,1,9,1
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,2,1,1,round_config,round config,Committed partial,22.49599159983833,0.0,1,9,2
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,3,2,1,round_config,round config,Committed partial,27.037181739778564,0.0,1,9,3
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,4,3,1,round_config,round config,Committed partial,28.98430873737407,0.0,1,9,4
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,5,4,1,round_config,round config,Committed partial,27.921604556691946,0.0,1,9,5
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,6,5,1,round_config,round config,Committed partial,27.294888232750946,0.0,1,9,6
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,7,6,1,round_config,round config,Committed partial,28.179823152807167,0.0,1,9,7
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,8,7,1,round_config,round config,Committed partial,28.325341903604862,0.0,1,9,8
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,9,8,1,round_config,round config,Committed partial,29.259793194673144,0.0,1,9,9
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,10,9,1,round_config,round config,Committed partial,29.334345479674916,0.0,1,9,10
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,11,10,2,round_config,round config,Committed partial,25.990907247948343,0.0,1,9,11
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,12,11,2,round_config,round config,Committed partial,28.240913565801623,0.0,1,9,12
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,13,12,2,round_config,round config,Committed partial,29.182138557788974,0.0,1,9,13
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,14,13,2,round_config,round config,Committed partial,28.102875313822988,0.0,1,9,14
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,15,14,2,round_config,round config,Committed partial,28.89772506317519,0.0,1,9,15
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,16,15,2,round_config,round config,Committed partial,28.84087354736907,0.0,1,9,16
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,17,16,2,round_config,round config,Committed partial,29.335487576493197,0.0,1,9,17
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,18,17,2,round_config,round config,Committed partial,28.46310397589334,0.0,1,9,18
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,19,18,2,round_config,round config,Committed partial,28.068120175720267,0.0,1,9,19
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,20,19,2,round_config,round config,Committed partial,30.089903777777792,0.0,1,9,20
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,1,0,1,round_config,round config,Committed partial,34.80363516862383,0.0,1,16,1
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,2,1,1,round_config,round config,Committed partial,33.221336655374266,0.0,1,16,2
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,3,2,1,round_config,round config,Committed partial,34.974101005960236,0.0,1,16,3
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,4,3,1,round_config,round config,Committed partial,34.722502078171,0.0,1,16,4
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,5,4,1,round_config,round config,Committed partial,35.59304178248602,0.0,1,16,5
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,6,5,1,round_config,round config,Committed partial,34.04621170532527,0.0,1,16,6
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,1,0,1,round_config,round config,Committed partial,33.249964316282444,0.0,1,22,1
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,2,1,1,round_config,round config,Committed partial,33.94702001196204,0.0,1,22,2
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,3,2,1,round_config,round config,Committed partial,35.04927112566704,0.0,1,22,3
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,3,3,4,3,1,round_config,round config,Committed partial,33.94098044858882,0.0,1,22,4
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,1,0,1,round_config,round config,Committed partial,47.47287023914108,0.0,1,17,1
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,2,1,1,round_config,round config,Committed partial,40.10665333545089,0.0,1,17,2
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,3,2,1,round_config,round config,Committed partial,39.42557932560204,0.0,1,17,3
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,4,3,1,round_config,round config,Committed partial,39.51527589597445,0.0,1,17,4
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,5,4,1,round_config,round config,Committed partial,37.986966998133205,0.0,1,17,5
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,6,5,1,round_config,round config,Committed partial,37.79167927971076,0.0,1,17,6
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,7,6,1,round_config,round config,Committed partial,37.864935979790985,0.0,1,17,7
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,8,7,1,round_config,round config,Committed partial,35.546203958010615,0.0,1,17,8
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,9,8,1,round_config,round config,Committed partial,35.80042534273922,0.0,1,17,9
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,10,9,1,round_config,round config,Committed partial,35.002494852766894,0.0,1,17,10
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,11,10,2,round_config,round config,Committed partial,35.75388446182716,0.0,1,17,11
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,10,10,12,11,2,round_config,round config,Committed partial,36.31405219087723,0.0,1,17,12
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,1,0,1,round_config,round config,Committed partial,43.83874840384846,0.0,1,18,1
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,2,1,1,round_config,round config,Committed partial,43.072850560215805,0.0,1,18,2
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,3,2,1,round_config,round config,Committed partial,42.964967436750264,0.0,1,18,3
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,4,3,1,round_config,round config,Committed partial,44.44359676319043,0.0,1,18,4
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,5,4,1,round_config,round config,Committed partial,43.45565664386471,0.0,1,18,5
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,6,5,1,round_config,round config,Committed partial,43.72731773528711,0.0,1,18,6
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,7,6,1,round_config,round config,Committed partial,44.624488619772336,0.0,1,18,7
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,8,7,1,round_config,round config,Committed partial,43.600306565831005,0.0,1,18,8
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,9,8,1,round_config,round config,Committed partial,43.33570852099684,0.0,1,18,9
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,50,20,20,10,9,1,round_config,round config,Committed partial,44.217082999847065,0.0,1,18,10
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,1,0,1,round_config,round config,Committed partial,35.10765901805604,0.0,1,13,1
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,2,1,1,round_config,round config,Committed partial,35.3454543983298,0.0,1,13,2
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,3,2,1,round_config,round config,Committed partial,35.16639344610322,0.0,1,13,3
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,4,3,1,round_config,round config,Committed partial,33.29989727028998,0.0,1,13,4
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,5,4,1,round_config,round config,Committed partial,32.654061739580484,0.0,1,13,5
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,6,5,1,round_config,round config,Committed partial,32.00212898180109,0.0,1,13,6
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,7,6,1,round_config,round config,Committed partial,33.772575974973606,0.0,1,13,7
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,8,7,1,round_config,round config,Committed partial,33.696097596128304,0.0,1,13,8
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,9,8,1,round_config,round config,Committed partial,33.4306180744055,0.0,1,13,9
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,10,9,1,round_config,round config,Committed partial,33.370590189950626,0.0,1,13,10
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,1,0,1,round_config,round config,Committed partial,31.754185099109943,0.0,1,19,1
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,2,1,1,round_config,round config,Committed partial,30.061364513801912,0.0,1,19,2
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,3,2,1,round_config,round config,Committed partial,29.713450432207217,0.0,1,19,3
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,4,3,1,round_config,round config,Committed partial,28.602239997441476,0.0,1,19,4
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,5,4,1,round_config,round config,Committed partial,28.418453109319504,0.0,1,19,5
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,6,5,1,round_config,round config,Committed partial,27.904625196699932,0.0,1,19,6
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,7,6,1,round_config,round config,Committed partial,29.039697243609602,0.0,1,19,7
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,8,7,1,round_config,round config,Committed partial,27.906445718322363,0.0,1,19,8
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,9,8,1,round_config,round config,Committed partial,28.39569967848778,0.0,1,19,9
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,3,3,10,9,1,round_config,round config,Committed partial,30.245924411870178,0.0,1,19,10
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,1,0,1,round_config,round config,Committed partial,37.928488797903476,0.0,1,14,1
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,2,1,1,round_config,round config,Committed partial,37.88505491449962,0.0,1,14,2
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,3,2,1,round_config,round config,Committed partial,36.98637049929616,0.0,1,14,3
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,4,3,1,round_config,round config,Committed partial,37.647135390483044,0.0,1,14,4
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,5,4,1,round_config,round config,Committed partial,36.26691944747121,0.0,1,14,5
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,6,5,1,round_config,round config,Committed partial,38.04483048473459,0.0,1,14,6
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,7,6,1,round_config,round config,Committed partial,36.192587164856654,0.0,1,14,7
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,8,7,1,round_config,round config,Committed partial,35.297442278293445,0.0,1,14,8
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,9,8,1,round_config,round config,Committed partial,37.12876410289669,0.0,1,14,9
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,10,9,1,round_config,round config,Committed partial,36.625899755559985,0.0,1,14,10
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,1,0,1,round_config,round config,Committed partial,32.41250362502115,0.0,1,20,1
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,2,1,1,round_config,round config,Committed partial,32.02652038828078,0.0,1,20,2
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,3,2,1,round_config,round config,Committed partial,30.862168066780786,0.0,1,20,3
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,4,3,1,round_config,round config,Committed partial,30.278932821016642,0.0,1,20,4
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,5,4,1,round_config,round config,Committed partial,29.172056582442657,0.0,1,20,5
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,6,5,1,round_config,round config,Committed partial,31.155802891951705,0.0,1,20,6
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,7,6,1,round_config,round config,Committed partial,29.474375711480338,0.0,1,20,7
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,8,7,1,round_config,round config,Committed partial,30.28493910827222,0.0,1,20,8
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,9,8,1,round_config,round config,Committed partial,30.340714114400598,0.0,1,20,9
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,10,10,10,9,1,round_config,round config,Committed partial,28.849891456145727,0.0,1,20,10
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,1,0,1,round_config,round config,Committed partial,38.96357097531285,0.0,1,15,1
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,2,1,1,round_config,round config,Committed partial,36.76044649526381,0.0,1,15,2
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,3,2,1,round_config,round config,Committed partial,38.88220340648047,0.0,1,15,3
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,4,3,1,round_config,round config,Committed partial,39.171809771383884,0.0,1,15,4
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,5,4,1,round_config,round config,Committed partial,39.586861317273716,0.0,1,15,5
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,6,5,1,round_config,round config,Committed partial,39.5733973257063,0.0,1,15,6
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,7,6,1,round_config,round config,Committed partial,38.808705273714565,0.0,1,15,7
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,8,7,1,round_config,round config,Committed partial,39.710611368937045,0.0,1,15,8
flora,Linear FLoRA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,9,8,1,round_config,round config,Committed partial,38.617124002393815,0.0,1,15,9
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,1,0,1,round_config,round config,Committed partial,30.191782402808563,0.0,1,21,1
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,2,1,1,round_config,round config,Committed partial,32.18037583548649,0.0,1,21,2
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,3,2,1,round_config,round config,Committed partial,31.4989324447134,0.0,1,21,3
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,50,20,20,4,3,1,round_config,round config,Committed partial,30.741412404591323,0.0,1,21,4
