Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Local epochs,Round,Accuracy,Previous round,Previous accuracy,Marginal accuracy gain,Compute cost
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,5,4,31.95969148911218,3,32.64883936141125,-0.6891478722990669,20
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,5,5,31.905815025690977,4,31.95969148911218,-0.053876463421204335,25
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,5,6,32.28756400045341,5,31.905815025690977,0.38174897476243075,30
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,5,7,33.559651489261775,6,32.28756400045341,1.272087488808367,35
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,5,8,32.353252118613426,7,33.559651489261775,-1.2063993706483487,40
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,5,9,32.21379006636601,8,32.353252118613426,-0.13946205224741703,45
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,5,10,31.511011872693,9,32.21379006636601,-0.7027781936730086,50
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,2,30.86875479407592,1,28.026955530310804,2.8417992637651146,2
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,3,31.045723327285017,2,30.86875479407592,0.17696853320909867,3
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,4,31.50253404322449,3,31.045723327285017,0.4568107159394721,4
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,5,30.674203975348814,4,31.50253404322449,-0.828330067875676,5
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,6,30.983987070617818,5,30.674203975348814,0.3097830952690046,6
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,7,30.398299903003036,6,30.983987070617818,-0.5856871676147826,7
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,8,31.24547863055368,7,30.398299903003036,0.847178727550645,8
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,9,29.735028280498792,8,31.24547863055368,-1.5104503500548887,9
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,10,29.84947558481743,9,29.735028280498792,0.11444730431863803,10
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,2,30.96181905087866,1,30.69317878695398,0.26864026392468077,4
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,3,30.243548311153184,2,30.96181905087866,-0.718270739725476,6
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,4,31.308589701132465,3,30.243548311153184,1.0650413899792817,8
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,5,31.226615544961067,4,31.308589701132465,-0.08197415617139825,10
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,6,30.61082451564477,5,31.226615544961067,-0.6157910293162985,12
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,7,30.960876404687777,6,30.61082451564477,0.35005188904300866,14
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,8,29.088195139602508,7,30.960876404687777,-1.8726812650852693,16
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,9,29.653939601739797,8,29.088195139602508,0.5657444621372889,18
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,10,31.152244802940505,9,29.653939601739797,1.4983052012007079,20
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,2,31.422283133364008,1,29.83841873091896,1.5838644024450481,6
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,3,29.642683500900162,2,31.422283133364008,-1.779599632463846,9
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,4,30.060059868427892,3,29.642683500900162,0.41737636752773,12
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,5,30.378774001423675,4,30.060059868427892,0.3187141329957832,15
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,6,30.481455809051656,5,30.378774001423675,0.10268180762798096,18
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,7,29.610456601521594,6,30.481455809051656,-0.8709992075300619,21
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,8,28.81207497243561,7,29.610456601521594,-0.7983816290859842,24
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,9,29.292069322348336,8,28.81207497243561,0.47999434991272594,27
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,10,30.57246190067979,9,29.292069322348336,1.2803925783314547,30
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,2,30.670807589026776,1,30.448741073901587,0.2220665151251886,10
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,3,29.59228023224312,2,30.670807589026776,-1.0785273567836562,15
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,4,31.54860451750488,3,29.59228023224312,1.9563242852617613,20
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,5,30.64928849561328,4,31.54860451750488,-0.8993160218916003,25
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,6,29.897059547319806,5,30.64928849561328,-0.7522289482934745,30
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,7,28.93680885378523,6,29.897059547319806,-0.9602506935345758,35
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,8,28.276614334255452,7,28.93680885378523,-0.660194519529778,40
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,9,29.808592526288546,8,28.276614334255452,1.531978192033094,45
ffa,Nonlinear FFA,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,10,27.80395902041818,9,29.808592526288546,-2.004633505870366,50
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,2,28.422156873252106,1,26.989248553082103,1.4329083201700037,2
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,3,28.803796965521567,2,28.422156873252106,0.3816400922694605,3
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,4,30.031834432907345,3,28.803796965521567,1.2280374673857786,4
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,5,32.335661973590916,4,30.031834432907345,2.303827540683571,5
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,6,32.26664779948376,5,32.335661973590916,-0.06901417410715283,6
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,7,31.98859154172351,6,32.26664779948376,-0.2780562577602552,7
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,8,33.06825306705602,7,31.98859154172351,1.0796615253325115,8
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,9,31.585788217376027,8,33.06825306705602,-1.4824648496799924,9
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,10,31.32756125132347,9,31.585788217376027,-0.25822696605255757,10
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,2,30.535685113137802,1,28.85561988759276,1.680065225545043,4
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,3,32.460055269357504,2,30.535685113137802,1.9243701562197018,6
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,4,32.85450763463717,3,32.460055269357504,0.394452365279669,8
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,5,32.272822819085334,4,32.85450763463717,-0.5816848155518386,10
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,6,31.67763881668659,5,32.272822819085334,-0.5951840023987458,12
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,7,32.183055687317804,6,31.67763881668659,0.5054168706312154,14
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,8,30.851972357047707,7,32.183055687317804,-1.331083330270097,16
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,9,30.889392410123946,8,30.851972357047707,0.03742005307623941,18
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,10,31.06304451810197,9,30.889392410123946,0.17365210797802533,20
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,2,30.688905720740404,1,29.389020205280364,1.2998855154600406,6
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,3,31.118111978637724,2,30.688905720740404,0.42920625789732014,9
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,4,31.716742544066847,3,31.118111978637724,0.5986305654291222,12
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,5,32.74667537017022,4,31.716742544066847,1.0299328261033764,15
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,6,32.29950701197954,5,32.74667537017022,-0.44716835819068024,18
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,7,31.92046157500626,6,32.29950701197954,-0.3790454369732821,21
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,8,31.666838103800764,7,31.92046157500626,-0.253623471205497,24
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,9,32.21268340799826,8,31.666838103800764,0.5458453041974991,27
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,10,32.28645874691834,9,32.21268340799826,0.07377533892007904,30
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,2,31.50314675541451,1,30.304244375917698,1.1989023794968112,10
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,3,33.36740023146743,2,31.50314675541451,1.8642534760529195,15
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,4,30.850546806053902,3,33.36740023146743,-2.516853425413526,20
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,5,30.452684372180443,4,30.850546806053902,-0.39786243387345976,25
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,6,31.688224619527837,5,30.452684372180443,1.2355402473473944,30
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,7,32.043147271093176,6,31.688224619527837,0.35492265156533875,35
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,8,32.672639569768094,7,32.043147271093176,0.6294922986749185,40
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,9,32.438626087407854,8,32.672639569768094,-0.23401348236023978,45
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,10,30.338248186890926,9,32.438626087407854,-2.1003779005169285,50
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,2,31.246502422386634,1,27.329563213655454,3.916939208731179,2
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,3,30.604218213703316,2,31.246502422386634,-0.6422842086833178,3
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,4,31.29403599652349,3,30.604218213703316,0.6898177828201746,4
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,5,30.364004097888277,4,31.29403599652349,-0.9300318986352138,5
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,6,30.640942425818103,5,30.364004097888277,0.27693832792982676,6
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,7,30.430127193212293,6,30.640942425818103,-0.21081523260581037,7
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,8,30.735799074133542,7,30.430127193212293,0.3056718809212491,8
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,9,29.66614522881424,8,30.735799074133542,-1.0696538453193014,9
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,10,29.60549887564778,9,29.66614522881424,-0.06064635316646161,10
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,2,31.80994536900661,1,29.923304076320186,1.8866412926864236,4
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,3,31.128868885387682,2,31.80994536900661,-0.6810764836189271,6
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,4,30.862417374680067,3,31.128868885387682,-0.26645151070761486,8
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,5,31.835038377536396,4,30.862417374680067,0.9726210028563287,10
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,6,29.21144878254196,5,31.835038377536396,-2.623589594994435,12
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,7,30.404670318411064,6,29.21144878254196,1.1932215358691032,14
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,8,30.594756423061835,7,30.404670318411064,0.1900861046507707,16
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,9,31.546275223403324,8,30.594756423061835,0.9515188003414892,18
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,10,30.477971490093424,9,31.546275223403324,-1.0683037333099001,20
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,2,31.42034924090052,1,30.91851002035319,0.5018392205473319,6
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,3,30.83614043766531,2,31.42034924090052,-0.5842088032352102,9
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,4,30.34127793215971,3,30.83614043766531,-0.4948625055056013,12
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,5,31.185312877610105,4,30.34127793215971,0.8440349454503959,15
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,6,31.84749089318692,5,31.185312877610105,0.6621780155768136,18
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,7,30.72401022506444,6,31.84749089318692,-1.123480668122479,21
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,8,29.84293739917302,7,30.72401022506444,-0.8810728258914189,24
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,9,30.56360548577008,8,29.84293739917302,0.7206680865970583,27
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,10,30.551818057653595,9,30.56360548577008,-0.011787428116484477,30
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,2,30.601994022033107,1,32.349736848160674,-1.747742826127567,10
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,3,31.645519449205707,2,30.601994022033107,1.0435254271726002,15
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,4,30.381811726628495,3,31.645519449205707,-1.2637077225772124,20
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,5,27.77995057397165,4,30.381811726628495,-2.601861152656845,25
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,6,29.543763720556516,5,27.77995057397165,1.7638131465848659,30
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,7,28.032641149191956,6,29.543763720556516,-1.5111225713645595,35
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,8,28.647679272489757,7,28.032641149191956,0.6150381232978006,40
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,9,28.721787806997902,8,28.647679272489757,0.07410853450814514,45
ffa,Nonlinear FFA,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,10,28.581165763424604,9,28.721787806997902,-0.14062204357329833,50
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,2,27.637384909655573,1,24.380947549324038,3.2564373603315353,2
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,3,27.158977652027627,2,27.637384909655573,-0.47840725762794634,3
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,4,26.308994304282944,3,27.158977652027627,-0.8499833477446828,4
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,5,27.022525222768266,4,26.308994304282944,0.713530918485322,5
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,6,27.709217262599257,5,27.022525222768266,0.6866920398309908,6
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,7,26.538921968040853,6,27.709217262599257,-1.1702952945584038,7
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,8,28.368719626339562,7,26.538921968040853,1.829797658298709,8
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,9,27.943582137529443,8,28.368719626339562,-0.4251374888101189,9
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,10,27.135806539974773,9,27.943582137529443,-0.8077755975546701,10
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,2,29.093940332709405,1,29.38020421842083,-0.28626388571142414,4
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,3,27.72523454457918,2,29.093940332709405,-1.3687057881302245,6
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,4,27.94806734622142,3,27.72523454457918,0.22283280164224095,8
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,5,29.95713368479402,4,27.94806734622142,2.009066338572598,10
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,6,29.33993454320025,5,29.95713368479402,-0.617199141593769,12
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,7,29.604089890723916,6,29.33993454320025,0.26415534752366554,14
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,8,29.747797875067693,7,29.604089890723916,0.14370798434377718,16
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,9,27.632280169050773,8,29.747797875067693,-2.11551770601692,18
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,10,28.834408267833282,9,27.632280169050773,1.2021280987825094,20
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,2,29.239962529536236,1,28.379102042258353,0.8608604872778827,6
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,3,29.422202458681294,2,29.239962529536236,0.1822399291450587,9
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,4,28.342653928096663,3,29.422202458681294,-1.0795485305846313,12
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,5,28.47312678111565,4,28.342653928096663,0.13047285301898626,15
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,6,28.02480285423708,5,28.47312678111565,-0.4483239268785688,18
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,7,27.34953307914274,6,28.02480285423708,-0.675269775094339,21
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,8,26.836335261068257,7,27.34953307914274,-0.5131978180744845,24
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,9,28.121018206736824,8,26.836335261068257,1.2846829456685676,27
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,10,27.603019089114113,9,28.121018206736824,-0.5179991176227112,30
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,2,29.23888293929154,1,29.09271979993631,0.1461631393552274,10
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,3,26.839270761111973,2,29.23888293929154,-2.3996121781795665,15
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,4,26.877149148672704,3,26.839270761111973,0.03787838756073114,20
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,5,27.31281650485078,4,26.877149148672704,0.43566735617807595,25
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,6,26.183754780513752,5,27.31281650485078,-1.1290617243370278,30
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,7,27.77470872482014,6,26.183754780513752,1.5909539443063885,35
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,8,26.134455961014464,7,27.77470872482014,-1.6402527638056768,40
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,9,27.280963496072413,8,26.134455961014464,1.1465075350579497,45
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,10,26.17251739399218,9,27.280963496072413,-1.108446102080233,50
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,2,27.614028507987747,1,18.010128348096284,9.603900159891463,2
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,3,26.585125530414842,2,27.614028507987747,-1.0289029775729048,3
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,4,27.66823879720235,3,26.585125530414842,1.0831132667875067,4
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,5,27.545509092791843,4,27.66823879720235,-0.12272970441050646,5
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,6,26.725295097132783,5,27.545509092791843,-0.82021399565906,6
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,7,28.720285787559614,6,26.725295097132783,1.9949906904268317,7
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,8,27.072113671880064,7,28.720285787559614,-1.6481721156795501,8
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,9,28.246422027111002,8,27.072113671880064,1.174308355230938,9
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,10,29.85784710827064,9,28.246422027111002,1.6114250811596378,10
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,2,28.255832567351234,1,27.983047872846882,0.2727846945043524,4
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,3,28.79523766284935,2,28.255832567351234,0.5394050954981147,6
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,4,27.638068186193433,3,28.79523766284935,-1.1571694766559162,8
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,5,30.53585210089038,4,27.638068186193433,2.897783914696948,10
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,6,29.203063953326964,5,30.53585210089038,-1.3327881475634165,12
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,7,29.458413348457814,6,29.203063953326964,0.25534939513084964,14
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,8,29.24455166705512,7,29.458413348457814,-0.2138616814026939,16
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,9,29.506879572471373,8,29.24455166705512,0.26232790541625306,18
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,10,29.552222519942273,9,29.506879572471373,0.04534294747089973,20
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,2,31.028687165879365,1,26.508065536872305,4.52062162900706,6
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,3,28.848531127361767,2,31.028687165879365,-2.180156038517598,9
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,4,27.59275631055207,3,28.848531127361767,-1.2557748168096978,12
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,5,28.230679542480697,4,27.59275631055207,0.6379232319286281,15
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,6,28.736019897065372,5,28.230679542480697,0.5053403545846749,18
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,7,28.644235151620904,6,28.736019897065372,-0.09178474544446757,21
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,8,28.692853443901644,7,28.644235151620904,0.04861829228073944,24
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,9,28.49340473168539,8,28.692853443901644,-0.1994487122162525,27
