Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Local epochs,Config rounds,Seed,Run dir,Score path,Observed rounds,Complete run,Result source,Run status,Round,Accuracy
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10/seed0/10/log.txt,10,True,score log,Complete,5,27.398392328683464
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10/seed0/10/log.txt,10,True,score log,Complete,6,27.633404896184246
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10/seed0/10/log.txt,10,True,score log,Complete,7,28.031812629481596
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10/seed0/10/log.txt,10,True,score log,Complete,8,28.54904089489799
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10/seed0/10/log.txt,10,True,score log,Complete,9,28.342641670473263
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e1-r10/seed0/10/log.txt,10,True,score log,Complete,10,27.679297499751975
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,1,18.553322360446
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,2,25.18449874691195
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,3,27.562321549027182
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,4,29.31128088622011
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,5,28.246556852905506
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,6,28.313626451769565
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,7,27.941164570690226
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,8,28.63864398461031
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,9,29.548327991430938
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete,10,29.76382677072457
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,1,19.4513250965125
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,2,28.433601903706464
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,3,28.665720056896998
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,4,28.34582889491508
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,5,28.955224083372922
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,6,29.23599899447004
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,7,30.616932937943336
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,8,30.318378997843563
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,9,29.785414210681736
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete,10,31.264767281439244
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,1,25.99927769828887
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,2,29.112118054819515
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,3,27.405114158158657
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,4,29.15360801986018
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,5,28.797494836034467
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,6,29.674882364489875
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,7,29.706705757440016
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,8,30.705571806875405
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,9,30.968776637827954
ffa,Nonlinear FFA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,10,0,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10,epoch_round_tuning_r10/tuning-ffa-dolly_stratified-tinyllama-homo-e5-r10/seed0/10/log.txt,10,True,score log,Complete,10,28.456925303153803
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,1,21.69317730541828
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,2,26.545189102425244
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,3,27.31806762394634
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,4,26.30168927482657
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,5,28.026638786238717
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,6,26.534710578422533
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,7,26.381374873671405
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,8,28.068034935260595
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,9,26.837950462767658
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e1-r10/seed0/10log.txt,10,True,score log,Complete,10,28.869235565072458
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,1,26.884230732154695
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,2,27.67119604250633
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,3,28.15823949879011
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,4,27.016708883020012
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,5,28.54926799514608
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,6,26.803648200656514
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,7,27.890324833725224
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,8,29.105461981714768
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,9,26.689458908345344
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e2-r10/seed0/10log.txt,10,True,score log,Complete,10,26.860644143175293
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,1,27.570072854161403
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,2,28.074673271321913
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,3,27.644203605089096
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,4,26.995168267349552
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,5,27.62892674318814
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,6,27.375268615803357
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,7,27.726689081102485
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,8,26.31342327278285
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,9,26.21475131177814
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e3-r10/seed0/10log.txt,10,True,score log,Complete,10,26.22564916092398
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,1,28.335098379205913
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,2,26.765437884652044
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,3,28.488122144311152
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,4,28.35857496868705
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,5,26.80086035718967
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,6,27.14895638655552
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,7,27.301862421421603
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,8,25.16649940362658
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,9,25.64759817472954
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-heter-e5-r10/seed0/10log.txt,10,True,score log,Complete,10,25.236108865291328
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-homo-e1-r10/seed0/10log.txt,10,True,score log,Complete,1,18.059769315225516
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-homo-e1-r10/seed0/10log.txt,10,True,score log,Complete,2,27.59323346109605
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-homo-e1-r10/seed0/10log.txt,10,True,score log,Complete,3,26.17242893154984
flora,Linear FLoRA,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,10,0,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-homo-e1-r10,epoch_round_tuning_r10/tuning-flora-dolly_stratified-tinyllama-homo-e1-r10/seed0/10log.txt,10,True,score log,Complete,4,28.075547991262916
