Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Local epochs,Round,Result source,Run status,Mean accuracy,Std accuracy,Seed count,Seeds,Max config rounds,Compute cost
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,9,score log,Complete,29.506879572471373,0.0,1,0,10,18
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,10,score log,Complete,29.552222519942273,0.0,1,0,10,20
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,1,score log,Complete,26.508065536872305,0.0,1,0,10,3
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,2,score log,Complete,31.028687165879365,0.0,1,0,10,6
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,3,score log,Complete,28.848531127361767,0.0,1,0,10,9
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,4,score log,Complete,27.59275631055207,0.0,1,0,10,12
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,5,score log,Complete,28.230679542480697,0.0,1,0,10,15
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,6,score log,Complete,28.736019897065372,0.0,1,0,10,18
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,7,score log,Complete,28.644235151620904,0.0,1,0,10,21
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,8,score log,Complete,28.692853443901644,0.0,1,0,10,24
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,9,score log,Complete,28.49340473168539,0.0,1,0,10,27
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,10,score log,Complete,28.245048562134993,0.0,1,0,10,30
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,1,score log,Complete,27.36925694574564,0.0,1,0,10,5
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,2,score log,Complete,28.854729337720336,0.0,1,0,10,10
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,3,score log,Complete,27.002630835986828,0.0,1,0,10,15
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,4,score log,Complete,28.21303399309617,0.0,1,0,10,20
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,5,score log,Complete,29.378843106659414,0.0,1,0,10,25
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,6,score log,Complete,29.216810949450707,0.0,1,0,10,30
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,7,score log,Complete,27.67479355501969,0.0,1,0,10,35
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,8,score log,Complete,29.596836073923154,0.0,1,0,10,40
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,9,score log,Complete,27.397886623678907,0.0,1,0,10,45
flora,Linear FLoRA,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,10,score log,Complete,28.198280141477248,0.0,1,0,10,50
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,1,score log,Complete,21.818983741200153,0.0,1,0,10,1
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,2,score log,Complete,26.81936661071425,0.0,1,0,10,2
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,3,score log,Complete,26.844627551019983,0.0,1,0,10,3
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,4,score log,Complete,27.755430708514893,0.0,1,0,10,4
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,5,score log,Complete,29.69565835524501,0.0,1,0,10,5
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,6,score log,Complete,29.287289374346297,0.0,1,0,10,6
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,7,score log,Complete,28.373788470187968,0.0,1,0,10,7
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,8,score log,Complete,28.75184033274527,0.0,1,0,10,8
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,9,score log,Complete,31.026771776370715,0.0,1,0,10,9
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,10,score log,Complete,29.638360771718663,0.0,1,0,10,10
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,1,score log,Complete,25.937045206971256,0.0,1,0,10,2
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,2,score log,Complete,25.82494592112029,0.0,1,0,10,4
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,3,score log,Complete,30.01118822469756,0.0,1,0,10,6
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,4,score log,Complete,30.100207433685593,0.0,1,0,10,8
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,5,score log,Complete,29.626678876915896,0.0,1,0,10,10
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,6,score log,Complete,30.80384931646257,0.0,1,0,10,12
