Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Round,Oracle epochs,Oracle accuracy,Smoothed epochs,Smoothed accuracy,Oracle gain over current epoch,Meaningful switch,Switch threshold,Compute cost
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,1,5,29.147440776539053,5,29.147440776539053,0.0,False,0.5,5
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,2,3,29.432533562917246,3,29.432533562917246,2.1623761910077413,True,0.5,6
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,3,3,31.060014077748882,3,31.060014077748882,0.0,False,0.5,9
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,4,2,30.100207433685593,2,30.100207433685593,1.4226518782840856,True,0.5,8
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,5,1,29.69565835524501,2,29.626678876915896,0.068979478329112,False,0.5,10
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,6,2,30.80384931646257,2,30.80384931646257,0.0,False,0.5,12
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,7,2,30.087677618236853,2,30.087677618236853,0.0,False,0.5,14
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,8,2,30.3498497450722,2,30.3498497450722,0.0,False,0.5,16
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,9,1,31.026771776370715,1,31.026771776370715,0.8937811075766184,True,0.5,9
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,heter,Heter,10,1,29.638360771718663,1,29.638360771718663,0.0,False,0.5,10
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,1,5,27.862926693202674,5,27.862926693202674,0.0,False,0.5,5
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,2,3,28.469315590963483,3,28.469315590963483,1.5437983582319035,True,0.5,6
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,3,3,30.217557457310612,3,30.217557457310612,0.0,False,0.5,9
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,4,3,28.26248479502648,3,28.26248479502648,0.0,False,0.5,12
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,5,1,27.327845122847588,3,27.01578858163325,0.31205654121433923,False,0.5,15
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,6,5,29.01387312750692,5,29.01387312750692,1.108422396022565,True,0.5,30
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,7,2,29.543345518706527,2,29.543345518706527,1.4184217244786765,True,0.5,14
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,8,2,29.451739257656094,2,29.451739257656094,0.0,False,0.5,16
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,9,2,29.503750183386384,2,29.503750183386384,0.0,False,0.5,18
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly,Dolly,tinyllama,TinyLlama,homo,Homo,10,2,29.01702783697486,2,29.01702783697486,0.0,False,0.5,20
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,1,5,28.55533392947922,5,28.55533392947922,0.0,False,0.5,5
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,2,3,30.096827805285802,3,30.096827805285802,2.8980982955973786,True,0.5,6
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,3,1,28.48881945017636,3,28.284580800448005,0.2042386497283566,False,0.5,9
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,4,2,28.958233852372146,2,28.958233852372146,1.0704999161555868,True,0.5,8
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,5,3,28.866144544676935,3,28.866144544676935,1.3519347702328979,True,0.5,15
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,6,2,27.19938284940967,3,26.715374850344244,0.484007999065426,False,0.5,18
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,7,1,29.838121020158713,1,29.838121020158713,3.4829889929644793,True,0.5,7
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,8,1,29.61147862045932,1,29.61147862045932,0.0,False,0.5,8
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,9,1,28.519139434178236,1,28.519139434178236,0.0,False,0.5,9
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,heter,Heter,10,3,29.707429381652457,1,29.446810771236304,0.2606186104161523,False,0.5,10
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,1,5,28.501332071875236,5,28.501332071875236,0.0,False,0.5,5
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,2,3,28.468738416487206,3,28.468738416487206,1.1892967342914638,True,0.5,6
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,3,3,28.511577306444313,3,28.511577306444313,0.0,False,0.5,9
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,4,2,28.534661800833117,2,28.534661800833117,1.3762419468304046,True,0.5,8
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,5,2,27.793407292545584,2,27.793407292545584,0.0,False,0.5,10
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,6,2,29.711140580548346,2,29.711140580548346,0.0,False,0.5,12
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,7,2,28.575341249438214,2,28.575341249438214,0.0,False,0.5,14
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,8,2,28.522255702397814,2,28.522255702397814,0.0,False,0.5,16
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,9,3,27.792744393411823,3,27.792744393411823,1.2636534160304649,True,0.5,27
nonlinear_flora,Nonlinear FLoRA Cumulative,dolly_stratified,Dolly stratified,tinyllama,TinyLlama,homo,Homo,10,5,28.193077668628426,5,28.193077668628426,0.9924923219679052,True,0.5,50
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,1,3,44.126889822266726,3,44.126889822266726,0.0,False,0.5,3
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,2,2,43.14543861560761,3,42.974337649211,0.1711009663966081,False,0.5,6
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,3,2,42.49890161954967,2,42.49890161954967,1.6476393741655997,True,0.5,6
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,4,2,42.33925565286243,2,42.33925565286243,0.0,False,0.5,8
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,5,2,43.80033216857398,2,43.80033216857398,0.0,False,0.5,10
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,6,2,41.66056914983843,2,41.66056914983843,0.0,False,0.5,12
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,7,2,40.38323249198264,2,40.38323249198264,0.0,False,0.5,14
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,8,2,41.45677349023282,2,41.45677349023282,0.0,False,0.5,16
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,9,1,40.58272280350685,2,40.36123642459319,0.22148637891366008,False,0.5,18
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,heter,Heter,10,2,41.08861160773231,2,41.08861160773231,0.0,False,0.5,20
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,1,2,42.01573477140562,2,42.01573477140562,0.0,False,0.5,2
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,2,2,40.25846232149045,2,40.25846232149045,0.0,False,0.5,4
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,3,2,41.18135473459231,2,41.18135473459231,0.0,False,0.5,6
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,4,2,41.06076548667039,2,41.06076548667039,0.0,False,0.5,8
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,5,2,40.527876944347554,2,40.527876944347554,0.0,False,0.5,10
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,6,2,40.3314927659418,2,40.3314927659418,0.0,False,0.5,12
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,7,2,40.52972106822109,2,40.52972106822109,0.0,False,0.5,14
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,8,1,41.21052693114394,1,41.21052693114394,1.3890378939800243,True,0.5,8
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,9,1,41.676938523093256,1,41.676938523093256,0.0,False,0.5,9
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz,Wizard,tinyllama,TinyLlama,homo,Homo,10,1,41.082273143940945,1,41.082273143940945,0.0,False,0.5,10
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,1,3,45.377494561705326,3,45.377494561705326,0.0,False,0.5,3
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,2,2,43.750394462293066,2,43.750394462293066,2.6682532731810156,True,0.5,4
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,3,2,42.766399439198054,2,42.766399439198054,0.0,False,0.5,6
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,4,2,41.54241720380633,2,41.54241720380633,0.0,False,0.5,8
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,5,2,42.30857491337313,2,42.30857491337313,0.0,False,0.5,10
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,6,2,41.43921769149232,2,41.43921769149232,0.0,False,0.5,12
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,7,2,41.40160196815773,2,41.40160196815773,0.0,False,0.5,14
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,8,2,41.25255526715691,2,41.25255526715691,0.0,False,0.5,16
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,9,2,42.25245270076792,2,42.25245270076792,0.0,False,0.5,18
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,heter,Heter,10,2,40.838792212957806,2,40.838792212957806,0.0,False,0.5,20
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,1,3,41.79641809118881,3,41.79641809118881,0.0,False,0.5,3
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,2,2,40.87531461167635,2,40.87531461167635,4.565350770904615,True,0.5,4
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,3,2,42.88281806146077,2,42.88281806146077,0.0,False,0.5,6
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,4,2,40.26954250876913,2,40.26954250876913,0.0,False,0.5,8
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,5,2,40.859707137950146,2,40.859707137950146,0.0,False,0.5,10
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,6,2,41.67066604665637,2,41.67066604665637,0.0,False,0.5,12
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,7,2,40.6669235892268,2,40.6669235892268,0.0,False,0.5,14
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,8,2,41.30160731470246,2,41.30160731470246,0.0,False,0.5,16
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,9,2,40.45939269475542,2,40.45939269475542,0.0,False,0.5,18
nonlinear_flora,Nonlinear FLoRA Cumulative,wiz_stratified,Wizard stratified,tinyllama,TinyLlama,homo,Homo,10,1,41.169770338361936,2,40.72181285167423,0.44795748668770585,False,0.5,20
