Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Local epochs,Config rounds,Seed,Round,Accuracy,Run dir,Score path,Observed rounds,Complete run,Result source,Run status
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,2,10,0,4,56.317689530685925,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,2,10,0,5,58.48375451263538,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,2,10,0,6,55.23465703971119,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,2,10,0,7,54.151624548736464,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,2,10,0,8,54.87364620938629,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,2,10,0,9,54.87364620938629,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,2,10,0,10,54.51263537906137,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e2-r10/seed0/10/log.txt,10,True,score log,Complete
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,3,10,0,1,52.707581227436826,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e3-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,3,10,0,2,55.5956678700361,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e3-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete
ffa,Nonlinear FFA,rte_stratified,RTE stratified,roberta-base,RoBERTa-base,homo,Homo,3,10,0,3,55.5956678700361,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e3-r10,epoch_round_tuning/tuning-ffa-rte_stratified-roberta-base-homo-e3-r10/seed0/10/log.txt,10,True,score log,Complete
